project,location,date_detected,field_of_view
CMU 2018,DEW-12,2018-07-30T06:23:41Z,END - Last Good Image in FOV
CMU 2018,DEW-12,2018-09-13T08:59:59Z,START - First Good Image in FOV
CMU 2018,DEW-21,2018-08-06T12:27:28Z,END - Last Good Image in FOV
CMU 2018,DEW-18,2018-09-08T11:34:35Z,START - First Good Image in FOV
CMU 2018,LRN-57,2018-09-03T11:08:36Z,END - Last Good Image in FOV
CMU 2018,LRN-68,2018-09-12T12:59:59Z,START - First Good Image in FOV
CMU 2018,MCC-31,2018-09-09T12:59:59Z,START - First Good Image in FOV
CMU 2018,WAB-53,2018-09-17T12:29:08Z,END - Last Good Image in FOV
CMU 2018,CAL-83,2018-11-19T16:59:59Z,END - Last Good Image in FOV
CMU 2018,CAL-83,2018-11-23T08:59:59Z,START - First Good Image in FOV
CMU 2018,LID-21,2018-07-06T18:29:01Z,END - Last Good Image in FOV
CMU 2018,DEW-11,2018-09-18T19:57:41Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,FMM-6,2019-05-05T21:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LLB-145,2019-08-08T19:07:50Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MAC-26,2019-02-06T13:19:05Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,FMM-15,2020-02-10T11:57:47Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,FMM-25,2019-05-24T07:09:08Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,CHR-110,2019-04-25T18:14:42Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,WAB-70,2019-04-12T15:09:19Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,WAB-51,2019-06-04T14:19:46Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,WAB-72,2019-10-02T07:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MAC-43,2019-07-13T19:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MAC-39,2019-06-21T21:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LRN-72,2019-06-20T21:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LRN-75,2019-05-29T20:09:25Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LRN-75,2020-01-31T13:09:32Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LRN-74,2019-10-12T13:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MCC-43,2019-02-27T18:59:30Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MCC-35,2019-07-04T15:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LRN-51,2019-06-22T18:22:55Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LRN-57,2019-06-08T09:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MCC-33,2019-05-01T21:19:40Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,WAB-73,2017-12-25T08:10:35Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,WAB-73,2017-12-24T15:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,WAB-61,2019-04-19T13:42:39Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LID-19,2019-06-02T21:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LID-10,2019-04-12T08:27:44Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,CHR-107T,2019-08-21T13:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,CHR-120T,2019-05-18T21:59:54Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,CAL-77,2019-04-22T13:16:21Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-26T09:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-26T13:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-29T09:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-29T17:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-30T09:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-30T17:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-31T09:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-25,2019-10-25T22:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-23,2019-10-31T12:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-15,2019-08-16T14:21:48Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LLB-141,2021-01-12T17:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LLB-141,2021-01-13T11:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-9,2021-01-31T17:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-27,2020-08-20T16:40:39Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-67,2021-01-17T12:35:27Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-67,2021-01-13T15:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-29,2020-07-12T22:11:31Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-35,2020-09-13T11:05:22Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-35,2020-01-30T09:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-35,2020-01-31T13:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-59,2021-01-07T21:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-59,2021-01-08T17:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-68,2020-08-19T19:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-7,2020-05-26T15:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-19,2021-02-13T13:50:54Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-15,2021-02-09T00:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-15,2021-02-01T17:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-15,2021-01-20T00:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-3,2021-02-14T11:08:32Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-3,2021-01-20T00:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-12T,2020-09-08T12:14:19Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-21T,2020-08-10T07:08:35Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-22T,2020-10-11T13:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-23,2020-09-27T11:51:01Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-9T,2020-03-05T05:09:25Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MRG-3,2020-10-23T18:00:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MRG-3,2020-10-11T17:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-11,2020-05-28T05:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-16,2020-06-25T15:28:26Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-2,2020-07-02T18:00:00Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-21,2020-10-11T07:00:01Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-21,2020-10-11T16:30:00Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-21,2021-01-20T04:30:01Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-21,2021-01-24T13:00:01Z,START - First Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-3,2020-07-14T07:03:22Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-9,2020-08-09T16:37:52Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,358-SE,2015-04-15T13:07:01Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,OG-ABMI-629-21-2,2015-04-10T02:24:08Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2015,OG-ABMI-629-21-4,2015-06-17T09:36:42Z,START - First Good Image in FOV
ABMI Ecosystem Health 2016,1627B-SW,2016-06-01T08:01:24Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-EI-972-41-1,2017-06-17T06:53:43Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2017,OG-ABMI-926-41-3,2017-03-31T13:05:05Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,1282-SW,2018-04-21T06:45:17Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2018,OG-ABMI-521-52-1,2018-07-13T16:23:57Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,1174-SW,2019-06-10T11:47:25Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2019,OG-ABMI-638-61-49,2019-05-21T19:55:30Z,END - Last Good Image in FOV
ABMI Ecosystem Health 2020,1400-SE,2019-10-31T10:47:28Z,END - Last Good Image in FOV
CMU 2018,FMM-6,2018-07-12T04:20:56Z,END - Last Good Image in FOV
CMU 2018,DEW-1,2017-09-30T15:51:07Z,END - Last Good Image in FOV
CMU 2018,LLB-132,2018-06-28T11:45:01Z,END - Last Good Image in FOV
CMU 2018,CHR-120,2018-08-19T08:38:59Z,END - Last Good Image in FOV
CMU 2018,LLB-128,2018-05-20T16:08:40Z,END - Last Good Image in FOV
CMU 2018,CHR-105,2018-09-22T08:45:13Z,END - Last Good Image in FOV
CMU 2018,WAB-55,2018-05-24T06:14:37Z,END - Last Good Image in FOV
CMU 2018,WAB-62,2018-08-14T14:29:28Z,END - Last Good Image in FOV
CMU 2018,MAC-43,2018-06-26T21:07:28Z,END - Last Good Image in FOV
CMU 2018,LRN-65,2018-08-26T18:25:36Z,END - Last Good Image in FOV
CMU 2018,LRN-74,2018-05-04T18:47:42Z,END - Last Good Image in FOV
CMU 2018,LRN-66,2018-07-23T05:25:58Z,END - Last Good Image in FOV
CMU 2018,LRN-61,2018-05-10T11:54:19Z,END - Last Good Image in FOV
CMU 2018,DEW-6,2019-05-12T07:27:21Z,END - Last Good Image in FOV
CMU 2018,DEW-5,2018-09-24T06:44:24Z,END - Last Good Image in FOV
CMU 2018,DEW-22,2018-09-14T16:36:40Z,END - Last Good Image in FOV
CMU 2018,DEW-18,2017-09-29T14:41:00Z,END - Last Good Image in FOV
CMU 2018,DEW-18,2018-09-09T15:42:58Z,END - Last Good Image in FOV
CMU 2018,LRN-68,2018-08-09T19:49:08Z,END - Last Good Image in FOV
CMU 2018,LRN-68,2018-09-15T07:46:13Z,END - Last Good Image in FOV
CMU 2018,MCC-31,2018-09-05T19:07:42Z,END - Last Good Image in FOV
CMU 2018,WAB-61,2018-05-15T19:39:03Z,END - Last Good Image in FOV
CMU 2018,LID-17,2018-04-26T12:30:01Z,END - Last Good Image in FOV
CMU 2018,LID-10,2018-07-30T17:13:45Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LLB-142,2019-06-16T06:21:55Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,FMM-15,2019-10-06T11:50:17Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,LLB-126,2019-06-01T16:21:31Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,MCC-34,2019-07-29T10:13:35Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-23,2019-10-26T09:34:16Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2019,AUB-2,2019-09-09T19:45:58Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LLB-129,2020-07-20T15:55:06Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,CHR-112,2020-09-19T07:47:53Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,CHR-111,2020-09-20T18:58:39Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-34,2020-08-02T13:46:09Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-30,2020-06-30T23:33:07Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-35,2020-07-04T19:22:52Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-35,2020-09-13T12:28:07Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-63,2020-05-06T09:55:16Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LRN-54,2020-05-04T15:21:40Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,MCC-31,2020-05-10T20:04:16Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,LID-19,2020-05-16T15:17:27Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,AUB-18,2020-04-25T17:19:59Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-16T,2020-06-28T13:32:39Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,ADE-25,2020-04-28T11:49:03Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-10,2020-07-06T07:14:51Z,END - Last Good Image in FOV
CMU Ecosystem Monitoring Camera Program 2020,RIC-17,2020-08-12T14:16:11Z,END - Last Good Image in FOV
